epoch,train_total,val_total,train_hard,train_soft,train_feat,val_hard,val_soft,val_feat
1,0.5203882431983948,0.4730761139481156,0.5122404272556305,0.10976788979768753,0.4296319160461426,0.4712903245731636,0.09919187398972334,0.37805108118940284
2,0.4357653241157532,0.3985553339675621,0.42521616530418394,0.11421151596307755,0.3461685106754303,0.3927358940795616,0.08596449497121351,0.32616952447979536
3,0.40184120535850526,0.3819368029082263,0.3850779579877853,0.12461759379506111,0.31633785557746885,0.37772919623940077,0.09479868067083536,0.29695587467264245
4,0.36502453780174254,0.337563814940276,0.34131552278995514,0.12833038914203643,0.2920151813030243,0.3186249296974253,0.1093161795978193,0.27243836334458105
5,0.33631043100357055,0.3221572118776816,0.3087821823358536,0.129649698138237,0.2708933053016663,0.2953604680520517,0.12431877961865177,0.2603641577340938
6,0.32705693328380586,0.3208916634321213,0.29814690828323365,0.13394225537776946,0.26057139968872073,0.29308457893353923,0.13095890233914056,0.25481593719235174
7,0.3162071632146835,0.3334449744886822,0.2873790168762207,0.131291208922863,0.2521816235780716,0.3147279195211552,0.11657987783352534,0.26053820108925857
8,0.3134118684530258,0.2977579705141209,0.2843704934120178,0.13442108231782912,0.24675398886203767,0.2553495008636404,0.16611723684602314,0.23059380771937193
9,0.2926221387386322,0.35353919753321894,0.259041916847229,0.13619856745004655,0.23477741467952729,0.3344132646366402,0.13423277078955262,0.2639336194153185
10,0.28768717002868655,0.3150014148818122,0.25490659654140474,0.13497646570205687,0.22919870829582215,0.285944124062856,0.15298526375382035,0.22981647871158742
11,0.2855451581478119,0.36464019726823876,0.2515042428970337,0.13794232934713363,0.22703162956237793,0.3273320965192936,0.2144385294781791,0.23725388833770045
12,0.2812180700302124,0.2947507395788475,0.24728869926929473,0.13670634233951567,0.2236802579164505,0.25623719063070083,0.1654786495146928,0.21913703558621583
13,0.27083955919742586,0.3173007407674083,0.2343008394241333,0.13766507852077484,0.21843148493766784,0.2745291331300029,0.18666223133051837,0.23043893001697682
